,index,decoder,test_context,train_context,on_off,fold,mse,date
1073,113,rr,Spring,SprWrst,off,2,0.42466216289305686,2023-04-11
1074,114,tcfnn,Spring,Wrist,off,2,0.3672113054039688,2023-04-11
1075,115,rr,Spring,Wrist,off,2,0.4536482418212814,2023-04-11
1076,116,tcfnn,Spring,Normal,off,2,0.3340824621800636,2023-04-11
1077,117,rr,Spring,Normal,off,2,0.44329181308175747,2023-04-11
1078,118,tcfnn,Spring,Spring,on,2,0.28866036712582327,2023-04-11
1079,119,rr,Spring,Spring,on,2,0.41020004498265095,2023-04-11
1080,120,tcfnn,Wrist,Mixed,mix,2,0.44885638208795653,2023-04-11
1081,121,rr,Wrist,Mixed,mix,2,0.5906517992086731,2023-04-11
1082,122,tcfnn,Wrist,Mixed_Full,mix,2,0.4345586122559714,2023-04-11
1083,123,rr,Wrist,Mixed_Full,mix,2,0.5778812085042142,2023-04-11
1084,124,tcfnn,Wrist,SprWrst,off,2,0.5100937308802339,2023-04-11
1085,125,rr,Wrist,SprWrst,off,2,0.6200193446221869,2023-04-11
1086,126,tcfnn,Wrist,Wrist,on,2,0.4668814995250172,2023-04-11
1087,127,rr,Wrist,Wrist,on,2,0.5713877871901425,2023-04-11
1088,128,tcfnn,Wrist,Normal,off,2,0.4443229277558707,2023-04-11
1089,129,rr,Wrist,Normal,off,2,0.5974480384339469,2023-04-11
1090,130,tcfnn,Wrist,Spring,off,2,0.47472146239028185,2023-04-11
1091,131,rr,Wrist,Spring,off,2,0.6228925035498498,2023-04-11
1092,132,tcfnn,SprWrst,Mixed,mix,2,0.4021878284001749,2023-04-11
1093,133,rr,SprWrst,Mixed,mix,2,0.5276533667873382,2023-04-11
1094,134,tcfnn,SprWrst,Mixed_Full,mix,2,0.3819288658112323,2023-04-11
1095,135,rr,SprWrst,Mixed_Full,mix,2,0.5178115330936441,2023-04-11
1096,136,tcfnn,SprWrst,SprWrst,on,2,0.3634568168598309,2023-04-11
1097,137,rr,SprWrst,SprWrst,on,2,0.5030338463453493,2023-04-11
1098,138,tcfnn,SprWrst,Wrist,off,2,0.5058182578826845,2023-04-11
1099,139,rr,SprWrst,Wrist,off,2,0.5751122155387085,2023-04-11
1100,140,tcfnn,SprWrst,Normal,off,2,0.4739755436534285,2023-04-11
1101,141,rr,SprWrst,Normal,off,2,0.5710126057853115,2023-04-11
1102,142,tcfnn,SprWrst,Spring,off,2,0.4152997643631633,2023-04-11
1103,143,rr,SprWrst,Spring,off,2,0.5454704369451253,2023-04-11
1104,144,tcfnn,Normal,Mixed,mix,3,0.40383621137994774,2023-04-11
1105,145,rr,Normal,Mixed,mix,3,0.5256713116245568,2023-04-11
1106,146,tcfnn,Normal,Mixed_Full,mix,3,0.40332731839524427,2023-04-11
1107,147,rr,Normal,Mixed_Full,mix,3,0.5072168841852354,2023-04-11
1108,148,tcfnn,Normal,SprWrst,off,3,0.4824818923150175,2023-04-11
1109,149,rr,Normal,SprWrst,off,3,0.5533105163890301,2023-04-11
1110,150,tcfnn,Normal,Wrist,off,3,0.46016920832564,2023-04-11
1111,151,rr,Normal,Wrist,off,3,0.5439371826224142,2023-04-11
1112,152,tcfnn,Normal,Normal,on,3,0.38002887505166655,2023-04-11
1113,153,rr,Normal,Normal,on,3,0.5046286624387342,2023-04-11
1114,154,tcfnn,Normal,Spring,off,3,0.43087936287989326,2023-04-11
1115,155,rr,Normal,Spring,off,3,0.5379726304514127,2023-04-11
1116,156,tcfnn,Spring,Mixed,mix,3,0.2950656925346997,2023-04-11
1117,157,rr,Spring,Mixed,mix,3,0.4185829842662647,2023-04-11
1118,158,tcfnn,Spring,Mixed_Full,mix,3,0.28732615276305923,2023-04-11
1119,159,rr,Spring,Mixed_Full,mix,3,0.40410104310921796,2023-04-11
1120,160,tcfnn,Spring,SprWrst,off,3,0.31466798983253325,2023-04-11
1121,161,rr,Spring,SprWrst,off,3,0.4278568668503984,2023-04-11
1122,162,tcfnn,Spring,Wrist,off,3,0.375716611843809,2023-04-11
1123,163,rr,Spring,Wrist,off,3,0.45281994238730355,2023-04-11
1124,164,tcfnn,Spring,Normal,off,3,0.3343823231878549,2023-04-11
1125,165,rr,Spring,Normal,off,3,0.4426107319722957,2023-04-11
1126,166,tcfnn,Spring,Spring,on,3,0.27351241541831034,2023-04-11
1127,167,rr,Spring,Spring,on,3,0.41102342542731557,2023-04-11
1128,168,tcfnn,Wrist,Mixed,mix,3,0.4459632317591247,2023-04-11
1129,169,rr,Wrist,Mixed,mix,3,0.5901922812187722,2023-04-11
1130,170,tcfnn,Wrist,Mixed_Full,mix,3,0.4196638243892545,2023-04-11
1131,171,rr,Wrist,Mixed_Full,mix,3,0.5766758204938506,2023-04-11
1132,172,tcfnn,Wrist,SprWrst,off,3,0.5092257372726119,2023-04-11
1133,173,rr,Wrist,SprWrst,off,3,0.6219940544149661,2023-04-11
1134,174,tcfnn,Wrist,Wrist,on,3,0.44085098697558134,2023-04-11
1135,175,rr,Wrist,Wrist,on,3,0.5700428394651503,2023-04-11
1136,176,tcfnn,Wrist,Normal,off,3,0.45831048092407756,2023-04-11
1137,177,rr,Wrist,Normal,off,3,0.5973437352336498,2023-04-11
1138,178,tcfnn,Wrist,Spring,off,3,0.4753931301465866,2023-04-11
1139,179,rr,Wrist,Spring,off,3,0.6205856060628253,2023-04-11
1140,180,tcfnn,SprWrst,Mixed,mix,3,0.3937904346055268,2023-04-11
1141,181,rr,SprWrst,Mixed,mix,3,0.5261280920951981,2023-04-11
1142,182,tcfnn,SprWrst,Mixed_Full,mix,3,0.3645544710737552,2023-04-11
1143,183,rr,SprWrst,Mixed_Full,mix,3,0.5157198222238455,2023-04-11
1144,184,tcfnn,SprWrst,SprWrst,on,3,0.3567798887339225,2023-04-11
1145,185,rr,SprWrst,SprWrst,on,3,0.5032399384567242,2023-04-11
1146,186,tcfnn,SprWrst,Wrist,off,3,0.5033624803801751,2023-04-11
1147,187,rr,SprWrst,Wrist,off,3,0.5742702083335477,2023-04-11
1148,188,tcfnn,SprWrst,Normal,off,3,0.4617147523199965,2023-04-11
1149,189,rr,SprWrst,Normal,off,3,0.573276574850931,2023-04-11
1150,190,tcfnn,SprWrst,Spring,off,3,0.4035249619260235,2023-04-11
1151,191,rr,SprWrst,Spring,off,3,0.5467237890299379,2023-04-11
1152,192,tcfnn,Normal,Mixed,mix,4,0.3965210335901153,2023-04-11
1153,193,rr,Normal,Mixed,mix,4,0.525427966881671,2023-04-11
1154,194,tcfnn,Normal,Mixed_Full,mix,4,0.3783251455965252,2023-04-11
1155,195,rr,Normal,Mixed_Full,mix,4,0.5081472376035647,2023-04-11
1156,196,tcfnn,Normal,SprWrst,off,4,0.4439149000542021,2023-04-11
1157,197,rr,Normal,SprWrst,off,4,0.5594655644128793,2023-04-11
1158,198,tcfnn,Normal,Wrist,off,4,0.43754053708462254,2023-04-11
1159,199,rr,Normal,Wrist,off,4,0.5456968375003891,2023-04-11
1160,200,tcfnn,Normal,Normal,on,4,0.3838292944675471,2023-04-11
1161,201,rr,Normal,Normal,on,4,0.5052048983390102,2023-04-11
1162,202,tcfnn,Normal,Spring,off,4,0.43511973086120465,2023-04-11
1163,203,rr,Normal,Spring,off,4,0.5355342909634805,2023-04-11
1164,204,tcfnn,Spring,Mixed,mix,4,0.3049115518067025,2023-04-11
1165,205,rr,Spring,Mixed,mix,4,0.41888150350953995,2023-04-11
1166,206,tcfnn,Spring,Mixed_Full,mix,4,0.28841006888136167,2023-04-11
1167,207,rr,Spring,Mixed_Full,mix,4,0.40432103015219295,2023-04-11
1168,208,tcfnn,Spring,SprWrst,off,4,0.30841315176641276,2023-04-11
1169,209,rr,Spring,SprWrst,off,4,0.4293492850981346,2023-04-11
1170,210,tcfnn,Spring,Wrist,off,4,0.3472103022188569,2023-04-11
1171,211,rr,Spring,Wrist,off,4,0.45102146666020626,2023-04-11
1172,212,tcfnn,Spring,Normal,off,4,0.33774552681912773,2023-04-11
1173,213,rr,Spring,Normal,off,4,0.4453401804907775,2023-04-11
1174,214,tcfnn,Spring,Spring,on,4,0.2877154075286424,2023-04-11
1175,215,rr,Spring,Spring,on,4,0.4096439175902441,2023-04-11
1176,216,tcfnn,Wrist,Mixed,mix,4,0.4521583005884656,2023-04-11
1177,217,rr,Wrist,Mixed,mix,4,0.5924282391551169,2023-04-11
1178,218,tcfnn,Wrist,Mixed_Full,mix,4,0.41533332847384424,2023-04-11
1179,219,rr,Wrist,Mixed_Full,mix,4,0.5785426274868883,2023-04-11
1180,220,tcfnn,Wrist,SprWrst,off,4,0.4977857633635248,2023-04-11
1181,221,rr,Wrist,SprWrst,off,4,0.6296278222334551,2023-04-11
1182,222,tcfnn,Wrist,Wrist,on,4,0.4236947249032598,2023-04-11
1183,223,rr,Wrist,Wrist,on,4,0.5703429414723427,2023-04-11
1184,224,tcfnn,Wrist,Normal,off,4,0.4752498551011578,2023-04-11
1185,225,rr,Wrist,Normal,off,4,0.5984921882044686,2023-04-11
1186,226,tcfnn,Wrist,Spring,off,4,0.48233380613268323,2023-04-11
1187,227,rr,Wrist,Spring,off,4,0.6195213918728136,2023-04-11
1188,228,tcfnn,SprWrst,Mixed,mix,4,0.3966844810997019,2023-04-11
1189,229,rr,SprWrst,Mixed,mix,4,0.5257417664265875,2023-04-11
1190,230,tcfnn,SprWrst,Mixed_Full,mix,4,0.37891105273915865,2023-04-11
1191,231,rr,SprWrst,Mixed_Full,mix,4,0.5175714944882879,2023-04-11
1192,232,tcfnn,SprWrst,SprWrst,on,4,0.35043878937354656,2023-04-11
1193,233,rr,SprWrst,SprWrst,on,4,0.5052088083203529,2023-04-11
1194,234,tcfnn,SprWrst,Wrist,off,4,0.46466529785733485,2023-04-11
1195,235,rr,SprWrst,Wrist,off,4,0.5777397435549273,2023-04-11
1196,236,tcfnn,SprWrst,Normal,off,4,0.49409795275228946,2023-04-11
1197,237,rr,SprWrst,Normal,off,4,0.573013999622969,2023-04-11
1198,238,tcfnn,SprWrst,Spring,off,4,0.42083683354530294,2023-04-11
1199,239,rr,SprWrst,Spring,off,4,0.5436123097737661,2023-04-11
